SIT || Field1
Someone told me that he would stay at my home for one night.  Therefore I made big efforts to make everything ok (food). One day  before he cancelled the appointment because he had to go to  church with his parents. || anger
We had to take our cat to the vet for mercy killing (an  injection). || sadness
When people are eating unsavoury (smacking, belching, speaking  with food in their mouth, etc.). || disgust
she suffered from diabetes mellitus." || shame
I made an appointment to pick up someone. However I arrived  too late and she had to wait a quarter of an hour. || guilt
One night I had a very good conversation with two friends. I then  realized how worthy they were for me and how happy I was to  have them as friends. || joy
In the morning just before going to the dentist. || fear
When a very close friend with whom I have a very intimate and  bodily relationship (he had a girlfriend) started to avoid me and  didn't want to talk to me any more. || anger
When a good friend with whom I had an intimate relationship made  clear that he didn't want to continue in the same way. He choose  his girlfriend (also a friend of mine). || sadness
When I made love with someone who I didn't really love. Sometimes  I even considered him unlikable. || disgust
I had a short lasting sexual relationship with someone I didn't  love. || shame
When I realized that I avoided two good friends with whom I  always shared toys and sorrows. I made up idle stories to avoid  telling them what happened to me. || guilt
My boyfriend suffered form ill health for some months, this week  the physician told him that he was restored to health. || joy
When going out in the weekend I have to bike 5 kilometers through  lonely and dark polders, then I always have terrifying fantasies. || fear
I made an appointment with a friend to drink coffee togehter.  However, for the third time in that week she arrived an hour too  late. || anger
My dear hamster (called Hannes) died at the age of 2 and 1/2 years.  His shape forced me to mercy killing (an injection). || sadness
